Period,unknown,3G,2G,LTE
2024-03-05,580.0863498533145,53774.123092452995,238.71204505488276,1257457.7863758244
2024-03-06,594.9535932838917,53749.0033973204,256.2491942709312,1261840.0322145317
2024-03-07,632.311769939959,56174.64271801803,272.9349437961355,1238384.9849622976
2024-03-08,601.7462467551231,55841.69091200642,283.95779238268733,1301936.6101463512
2024-03-09,474.043294230476,56958.02921088692,286.14455907419324,1355468.8201572653
2024-03-10,390.7384416041896,58205.28918138519,311.47752917092294,1397656.5239871945
2024-03-11,485.631119530648,50417.69571414497,241.5929695032537,1220380.5403658934
2024-03-12,501.954869617708,54454.52206628863,268.47190639190376,1310212.181849964
2024-03-13,572.3049873849377,54210.53837091103,256.6818017438054,1336116.4804361109
2024-03-14,528.1937621161342,55210.80364010669,263.8724900940433,1336042.7120245714
2024-03-15,509.554668338038,55716.33263488393,275.33877614326775,1332412.5982831698
2024-03-16,453.009174387902,57510.746782246046,284.5158102372661,1405492.5972986408
2024-03-17,385.1060877647251,60005.22679822147,280.73946208134294,1454704.7989733703
2024-03-18,518.6272979304194,57802.857190670446,285.17409995011985,1392303.538188273
2024-03-19,542.7560363877565,57904.29604642559,277.6766908178106,1371298.5678071808
2024-03-20,427.5449753636494,58238.13921847846,280.8581349980086,1410841.6341716982
2024-03-21,534.8164445850998,59188.959878996946,281.73674752004445,1437147.5976484176
